BugID Ranks
1 1
2 1
3 1
4 1,2
5 1
6 4
7 1
8 28
9 22
10 8
11 1
12 1
13 2,4
14 1
15 2,9
16 1
17 3
18 1
19 1
20 1,2
21 1
22 3
23 
24 2
25 
26 16
27 1
28 1
29 3
30 1,2,3,4,5,7
31 1
32 9,11,11
33 1
34 42,45
35 1
36 1,2
37 1
38 6
39 1
40 1
41 3,4
42 2
43 2
44 1
45 1
46 1,2,3
47 1,2
48 1
49 1
50 3,4
51 1
52 2
53 1
54 1
55 3
56 
57 1
58 1
59 1
60 2
61 1
62 1
63 1
64 4
65 1
