BugID Ranks
1 2
2 1
3 3
4 1,3
5 1
6 5
7 7
8 12
9 18
10 20
11 2
12 1
13 3,3
14 1
15 3,17
16 5
17 5
18 39
19 2
20 2,5
21 1
22 2
24 1
26 17
27 7
28 2
29 2
30 1,4,7,7,9,10
31 1
32 9,9,9
33 1
34 18,18
35 1
36 7,10
37 1
38 25
39 2
40 1
41 2,4
42 5
43 1
44 2
45 1
46 1,3,3
47 2,3
48 1
49 1
50 11,20
51 1
52 4
53 2
54 1
55 3
57 1
58 2
59 1
60 1
61 4
62 1
63 3
64 2
65 2
