BugID Ranks
1 2
2 1
3 1
4 1,2
5 1
6 3
7 2
8 28
9 1
10 2
11 1
12 1
13 2,6
14 1
15 2,10
16 3
17 2
18 6
19 1
20 3,3
21 1
22 1
24 4
26 12
27 3
28 1
29 3
30 1,2,5,8,8,10
31 1
32 4,4,5
33 1
34 13,19
35 1
36 2,10
37 1
38 4
39 2
40 1
41 4,4
42 4
43 2
44 1
45 1
46 1,2,3
47 3,3
48 1
49 1
50 11,11
51 1
52 3
53 1
54 1
55 1
57 1
58 3
59 1
60 1
61 1
62 1
63 2
64 8
65 2
