BugID Ranks
1 1
2 1
3 1
4 1,2
5 1
6 1
7 1
8 20
9 3
10 16
11 1
12 2
13 2,5
14 1
15 1,6
16 1
17 1
18 4
19 1
20 1,2
21 1
22 1
23 
24 4
25 
26 13
27 1
28 1
29 2
30 1,2,5,6,7,8
31 1
32 3,3,5
33 1
34 46,54
35 1
36 2,5
37 1
38 2
39 1
40 1
41 3,4
42 1
43 2
44 1
45 1
46 1,2,3
47 1,2
48 1
49 1
50 1,3
51 1
52 3
53 1
54 1
55 1
56 
57 1
58 1
59 1
60 4
61 1
62 1
63 2
64 2
65 2
